id,recetteid,unit,quantite,ingredient,unit_en,quantite_en,ingredient_en
17669,2031,cl,60.0,fraises,cl,60.0,strawberries
17670,2031,g,500.0,fraises,g,500.0,strawberries
17671,2031,,60.0,cllait,,60.0,clait
17672,2031,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17673,2031,,1.0,citron,,1.0,lemon
17674,2032,pincée,1.0,sel,pinch,1.0,salt
17675,2032,sachet,1.0,levure,bag,1.0,yeast
17676,2032,g,120.0,beurre,g,120.0,butter
17677,2032,g,80.0,sucre roux,g,80.0,brown sugar
17678,2032,g,180.0,farine,g,180.0,flour
17679,2032,g,130.0,chocolat au lait,g,130.0,milk chocolate
17680,2032,,3.0,bananes,,3.0,bananas
17681,2032,g,30.0,cacao,g,30.0,cocoa
17682,2032,,2.0,oeufs,,2.0,eggs
17683,2033,g,200.0,farine,g,200.0,flour
17684,2033,g,200.0,beurre,g,200.0,butter
17685,2033,g,200.0,sucre,g,200.0,sugar
17686,2033,kg,1.0,pêche,kg,1.0,fishing
17687,2034,g,50.0,crème fraîche,g,50.0,sour cream
17688,2034,g,75.0,sucre en poudre,g,75.0,Powdered sugar
17689,2034,g,250.0,chocolat noir,g,250.0,dark chocolate
17690,2034,,5.0,oeufs,,5.0,eggs
17691,2035,,1.0,pinc├®e sel,,1.0,pinch of salt
17692,2035,g,20.0,sucre,g,20.0,sugar
17693,2035,pot,1.0,nutella,jar,1.0,nutella
17694,2035,,4.0,oeufs,,4.0,eggs
17695,2035,,1.0,brique,,1.0,brick
17696,2035,cl,20.0,eau,cl,20.0,water
17697,2036,g,8.0,levure,g,8.0,yeast
17698,2036,pincée,1.0,sel,pinch,1.0,salt
17699,2036,g,50.0,sucre,g,50.0,sugar
17700,2036,g,50.0,beurre,g,50.0,butter
17701,2036,g,300.0,farine,g,300.0,flour
17702,2036,,1.0,oeuf,,1.0,egg
17703,2036,,100.0,mllait,,100.0,milk
17704,2036,g,20.0,beurre,g,20.0,butter
17705,2036,cuillères à café,2.0,cannelle,teaspoons,2.0,cinnamon
17706,2036,g,60.0,sucre brun,g,60.0,brown sugar
17707,2036,cuillère à café,1.0,sucre glace,teaspoon,1.0,icing sugar
17708,2036,demi,1.0,cannelle,half,1.0,cinnamon
17709,2036,,1.0,eau,,1.0,water
17710,2037,pincée,,sel,pinch,,salt
17711,2037,g,100.0,noix,g,100.0,nut
17712,2037,sachet,1.0,levure chimique,bag,1.0,baking powder
17713,2037,g,250.0,farine,g,250.0,flour
17714,2037,cl,12.5,huile,cl,12.5,oil
17715,2037,g,300.0,sucre,g,300.0,sugar
17716,2037,,4.0,pommes,,4.0,apples
17717,2037,,2.0,oeufs,,2.0,eggs
17718,2037,cuillères à café,2.0,cannelle,teaspoons,2.0,cinnamon
17719,2038,,,huile,,,oil
17720,2038,g,250.0,miel,g,250.0,Honey
17721,2038,cuillères à soupe,3.0,eau de fleur d'oranger,tablespoons,3.0,orange blossom water
17722,2038,g,200.0,sucre en poudre,g,200.0,Powdered sugar
17723,2038,g,200.0,amandes en poudre,g,200.0,ground almonds
17724,2038,cuillère à café,0.5,cannelle,teaspoon,0.5,cinnamon
17725,2038,,1.0,oeuf,,1.0,egg
17726,2038,feuilles,15.0,brick,leaves,15.0,brig
17727,2039,,,rhum,,,rum
17728,2039,,30.0,boudoirs,,30.0,boudoirs
17729,2039,,,eau,,,water
17730,2039,g,80.0,sucre,g,80.0,sugar
17731,2039,g,60.0,farine,g,60.0,flour
17732,2039,,50.0,cllait,,50.0,clait
17733,2039,,2.0,oeufs,,2.0,eggs
17734,2040,cuillère à café,1.0,bicarbonate,teaspoon,1.0,bicarbonate
17735,2040,g,70.0,farine,g,70.0,flour
17736,2040,g,110.0,sucre,g,110.0,sugar
17737,2040,,6.0,oeufs,,6.0,eggs
17738,2040,g,200.0,crème dessert au chocolat,g,200.0,chocolate dessert cream
17739,2040,cl,5.0,crème liquide,cl,5.0,liquid cream
17740,2041,cl,30.0,crème fraîche,cl,30.0,sour cream
17741,2041,"g, blanc",100.0,chocolat,"g, white",100.0,chocolate
17742,2042,cuillère à café,1.0,miel,teaspoon,1.0,Honey
17743,2042,cuillères à soupe,2.0,flocons d'avoine,tablespoons,2.0,oat flakes
17744,2042,,7.0,cllait,,7.0,clait
17745,2042,poignée,1.0,fruits secs,handle,1.0,dried fruits
17746,2043,cuillères à café,2.0,vanille,teaspoons,2.0,vanilla
17747,2043,g,30.0,beurre,g,30.0,butter
17748,2043,g,100.0,sucre en poudre,g,100.0,Powdered sugar
17749,2043,,1.0,pâte feuilletée,,1.0,puff pastry
17750,2043,g,500.0,rhubarbe,g,500.0,rhubarb
17751,2043,,2.0,pommes,,2.0,apples
17752,2043,,2.0,oeufs,,2.0,eggs
17753,2043,cl,20.0,crème fraîche liquide,cl,20.0,liquid fresh cream
17754,2044,cuillère à café,0.5,levure,teaspoon,0.5,yeast
17755,2044,,1.0,banane,,1.0,banana
17756,2044,,1.0,oeuf,,1.0,egg
17757,2044,g,70.0,flocons d'avoine,g,70.0,oat flakes
17758,2044,cuillères à soupe,2.0,boisson aux amandes,tablespoons,2.0,almond drink
17759,2045,g,40.0,beurre,g,40.0,butter
17760,2045,cuillères à soupe,2.0,rhum,tablespoons,2.0,rum
17761,2045,g,150.0,sucre,g,150.0,sugar
17762,2045,g,150.0,farine,g,150.0,flour
17763,2045,,3.0,oeufs,,3.0,eggs
17764,2045,,50.0,cllait,,50.0,clait
17765,2045,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17766,2045,g,500.0,pomme,g,500.0,apple
17767,2046,sachet,1.0,levure,bag,1.0,yeast
17768,2046,pots,3.0,farine,pots,3.0,flour
17769,2046,pots,2.0,sucre semoule,pots,2.0,granulated sugar
17770,2046,pot,1.0,huile,jar,1.0,oil
17771,2046,,1.0,yaourt nature,,1.0,plain yogurt
17772,2046,,4.0,oeufs,,4.0,eggs
17773,2046,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17774,2046,cuillères à soupe,4.0,nutella,tablespoons,4.0,nutella
17775,2047,,0.5,cuillÃĻre Ã  cafÃĐ vanille,,0.5,teaspoon vanilla
17776,2047,g,50.0,sucre,g,50.0,sugar
17777,2047,g,100.0,cacao,g,100.0,cocoa
17778,2047,g,200.0,pain,g,200.0,bread
17779,2047,,50.0,cllait,,50.0,clait
17780,2047,,2.0,oeufs,,2.0,eggs
17781,2048,g,500.0,sucre,g,500.0,sugar
17782,2048,g,500.0,coing,g,500.0,quince
17783,2049,g,150.0,sucre en poudre,g,150.0,Powdered sugar
17784,2049,gousse,1.0,vanille,pod,1.0,vanilla
17785,2049,,1.0,pâte brisée,,1.0,shortcrust pastry
17786,2049,,4.0,oeufs,,4.0,eggs
17787,2049,,1.0,llait,,1.0,milk
17788,2050,,,sel,,,salt
17789,2050,sachet,1.0,levure,bag,1.0,yeast
17790,2050,g,250.0,farine,g,250.0,flour
17791,2050,cl,20.0,crème fraîche,cl,20.0,sour cream
17792,2050,g,150.0,sucre,g,150.0,sugar
17793,2050,g,200.0,beurre,g,200.0,butter
17794,2050,g,300.0,chocolat,g,300.0,chocolate
17795,2050,g,500.0,fraises,g,500.0,strawberries
17796,2050,,4.0,oeufs,,4.0,eggs
17797,2050,cl,40.0,crème fleurette,cl,40.0,whipping cream
17798,2050,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
17799,2051,g,300.0,farine,g,300.0,flour
17800,2051,g,200.0,beurre doux,g,200.0,sweet butter
17801,2051,g,100.0,sucre,g,100.0,sugar
17802,2052,g,400.0,mascarpone,g,400.0,mascarpone
17803,2052,,4.0,oeufs,,4.0,eggs
17804,2052,cuillères à soupe,3.0,sucre,tablespoons,3.0,sugar
17805,2052,cl,20.0,Expresso,cl,20.0,Espresso
17806,2052,cuillères à soupe,2.0,amaretto,tablespoons,2.0,amaretto
17807,2052,,12.0,biscuits cuillers,,12.0,ladyfingers
17808,2052,feuilles,2.0,gélatine en,leaves,2.0,gelatin in
17809,2052,,,cacao amer,,,bitter cocoa
17810,2053,g,75.0,beurre tendre,g,75.0,soft butter
17811,2053,g,100.0,sucre,g,100.0,sugar
17812,2053,pincée,1.0,vanille,pinch,1.0,vanilla
17813,2053,g,600.0,pâte feuilletée,g,600.0,puff pastry
17814,2053,g,200.0,amandes en poudre,g,200.0,ground almonds
17815,2053,,2.0,oeufs,,2.0,eggs
17816,2053,,1.0,jaune d'oeuf,,1.0,egg yolk
17817,2053,cuillère à soupe,1.0,lait,tablespoon,1.0,milk
17818,2054,sachet,1.0,levure chimique,bag,1.0,baking powder
17819,2054,pots,3.0,farine,pots,3.0,flour
17820,2054,moitié,,huile,half,,oil
17821,2054,pot,1.0,yaourt nature,jar,1.0,plain yogurt
17822,2054,pot,1.0,édulcorant,jar,1.0,sweetener
17823,2054,,2.0,oeufs,,2.0,eggs
17824,2054,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17825,2055,pincée,1.0,sel,pinch,1.0,salt
17826,2055,cuillère à café,1.0,levure chimique,teaspoon,1.0,baking powder
17827,2055,g,120.0,margarine,g,120.0,margarine
17828,2055,g,80.0,sucre,g,80.0,sugar
17829,2055,g,60.0,maïzena,g,60.0,cornflour
17830,2055,g,80.0,farine,g,80.0,flour
17831,2055,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17832,2055,,2.0,oeufs,,2.0,eggs
17833,2055,g,500.0,prune,g,500.0,plum
17834,2055,,,quetsche,,,plum
17835,2056,g,120.0,sucre en poudre,g,120.0,Powdered sugar
17836,2056,cuillères à soupe,2.0,eau de fleur d'oranger,tablespoons,2.0,orange blossom water
17837,2056,g,20.0,sel,g,20.0,salt
17838,2056,g,30.0,levure de boulanger,g,30.0,baker's yeast
17839,2056,g,250.0,beurre,g,250.0,butter
17840,2056,kg,1.0,farine,kg,1.0,flour
17841,2056,,4.0,oeufs,,4.0,eggs
17842,2056,,30.0,cllait,,30.0,clait
17843,2056,g,60.0,fruit confit,g,60.0,candied fruit
17844,2057,pincée,1.0,sel,pinch,1.0,salt
17845,2057,g,25.0,beurre,g,25.0,butter
17846,2057,g,35.0,farine,g,35.0,flour
17847,2057,g,125.0,sucre glace,g,125.0,icing sugar
17848,2057,,5.0,oeufs,,5.0,eggs
17849,2057,g,125.0,amandes,g,125.0,almonds
17850,2057,blancs,4.0,d'oeuf,whites,4.0,egg
17851,2058,cl,5.0,rhum,cl,5.0,rum
17852,2058,,2.0,pâtes feuilletées,,2.0,puff pastry
17853,2058,,3.0,pommes,,3.0,apples
17854,2058,g,50.0,cassonade,g,50.0,brown sugar
17855,2058,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17856,2059,cuillère à café,1.0,farine,teaspoon,1.0,flour
17857,2059,cuillère à café,1.0,mirin,teaspoon,1.0,mirin
17858,2059,g,25.0,sucre,g,25.0,sugar
17859,2059,cl,3.0,eau,cl,3.0,water
17860,2059,cuillère à soupe,1.0,sauce soja,tablespoon,1.0,soy sauce
17861,2059,g,100.0,farine de riz,g,100.0,rice flour
17862,2059,cl,10.0,eau,cl,10.0,water
17863,2059,pot,1.0,pâte de haricots azuki,jar,1.0,azuki bean paste
17864,2059,cuillère à café,1.0,thé vert,teaspoon,1.0,green tea
17865,2060,cuillère à soupe,1.0,crème fraîche,tablespoon,1.0,sour cream
17866,2060,g,100.0,beurre tendre,g,100.0,soft butter
17867,2060,sachet,0.5,levure,bag,0.5,yeast
17868,2060,cuillères à soupe,7.0,sucre,tablespoons,7.0,sugar
17869,2060,cuillères à soupe,7.0,farine,tablespoons,7.0,flour
17870,2060,,,lait,,,milk
17871,2060,,3.0,oeufs,,3.0,eggs
17872,2060,,,fruits,,,fruits
17873,2060,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17874,2061,cuillères à soupe,3.0,miel,tablespoons,3.0,Honey
17875,2061,cl,15.0,eau de fleur d'oranger,cl,15.0,orange blossom water
17876,2061,g,420.0,sucre,g,420.0,sugar
17877,2061,g,400.0,semoule,g,400.0,semolina
17878,2061,cl,10.0,huile de noix,cl,10.0,walnut oil
17879,2061,,10.0,cllait fermenté,,10.0,fermented milk
17880,2061,cl,50.0,eau,cl,50.0,water
17881,2061,g,100.0,amandes,g,100.0,almonds
17882,2061,cuillère à café,0.5,cannelle,teaspoon,0.5,cinnamon
17883,2061,,12.0,amandes,,12.0,almonds
17884,2062,cuillères à soupe,8.0,sucre,tablespoons,8.0,sugar
17885,2062,g,200.0,chocolat,g,200.0,chocolate
17886,2062,,1.0,pâte feuilletée,,1.0,puff pastry
17887,2062,,3.0,pommes,,3.0,apples
17888,2062,,2.0,oeufs,,2.0,eggs
17889,2062,,,lait,,,milk
17890,2063,sachet,0.5,levure chimique,bag,0.5,baking powder
17891,2063,g,80.0,beurre tendre,g,80.0,soft butter
17892,2063,g,100.0,sucre semoule,g,100.0,granulated sugar
17893,2063,g,125.0,farine,g,125.0,flour
17894,2063,,3.0,pommes,,3.0,apples
17895,2063,,3.0,oeufs,,3.0,eggs
17896,2063,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17897,2064,g,70.0,chocolat au lait,g,70.0,milk chocolate
17898,2064,g,250.0,beurre,g,250.0,butter
17899,2064,sachet,1.0,levure chimique,bag,1.0,baking powder
17900,2064,g,220.0,sucre en poudre,g,220.0,Powdered sugar
17901,2064,g,240.0,farine,g,240.0,flour
17902,2064,,4.0,oeufs,,4.0,eggs
17903,2064,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17904,2065,pincée,1.0,sel,pinch,1.0,salt
17905,2065,sachet,0.5,levure chimique,bag,0.5,baking powder
17906,2065,cuillères à café,12.0,pâte à tartiner,teaspoons,12.0,spread
17907,2065,g,100.0,sucre en poudre,g,100.0,Powdered sugar
17908,2065,g,100.0,beurre,g,100.0,butter
17909,2065,g,280.0,farine,g,280.0,flour
17910,2065,,2.0,oeufs,,2.0,eggs
17911,2065,,1.0,yaourt nature,,1.0,plain yogurt
17912,2065,,10.0,cllait,,10.0,clait
17913,2065,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17914,2066,cl,5.0,rhum,cl,5.0,rum
17915,2066,g,100.0,beurre,g,100.0,butter
17916,2066,sachet,1.0,levure,bag,1.0,yeast
17917,2066,g,150.0,farine,g,150.0,flour
17918,2066,g,100.0,sucre,g,100.0,sugar
17919,2066,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17920,2066,,2.0,oeufs,,2.0,eggs
17921,2067,sachet,0.5,levure,bag,0.5,yeast
17922,2067,g,250.0,farine,g,250.0,flour
17923,2067,,125.0,sucre,,125.0,sugar
17924,2067,g,125.0,beurre tendre,g,125.0,soft butter
17925,2067,,4.0,oeufs,,4.0,eggs
17926,2067,,,confiture,,,jam
17927,2068,g,100.0,beurre,g,100.0,butter
17928,2068,g,50.0,sucre roux,g,50.0,brown sugar
17929,2068,g,75.0,sucre,g,75.0,sugar
17930,2068,g,125.0,farine,g,125.0,flour
17931,2068,g,400.0,framboises,g,400.0,raspberries
17932,2069,g,300.0,sucre,g,300.0,sugar
17933,2069,g,400.0,farine,g,400.0,flour
17934,2069,g,200.0,beurre,g,200.0,butter
17935,2069,,6.0,oeufs,,6.0,eggs
17936,2069,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
17937,2070,,,rhum,,,rum
17938,2070,,,sucre glace,,,icing sugar
17939,2070,,,vanille,,,vanilla
17940,2070,,30.0,boudoirs,,30.0,boudoirs
17941,2070,pot,1.0,crème épaisse,jar,1.0,thick cream
17942,2070,,,confiture d'abricot,,,apricot jam
17943,2070,,,amandes effilées,,,flaked almonds
17944,2071,pincée,1.0,sel,pinch,1.0,salt
17945,2071,g,90.0,sucre,g,90.0,sugar
17946,2071,g,90.0,beurre,g,90.0,butter
17947,2071,g,250.0,farine,g,250.0,flour
17948,2071,,2.0,oeufs,,2.0,eggs
17949,2071,pincée,1.0,sel,pinch,1.0,salt
17950,2071,g,100.0,beurre,g,100.0,butter
17951,2071,g,100.0,sucre,g,100.0,sugar
17952,2071,,3.0,oranges,,3.0,oranges
17953,2071,,4.0,oeufs,,4.0,eggs
17954,2072,g,400.0,sucre,g,400.0,sugar
17955,2072,g,250.0,gingembre,g,250.0,ginger
17956,2072,cl,25.0,eau,cl,25.0,water
17957,2073,pincée,1.0,sel,pinch,1.0,salt
17958,2073,g,30.0,beurre,g,30.0,butter
17959,2073,g,150.0,farine,g,150.0,flour
17960,2073,g,250.0,sucre,g,250.0,sugar
17961,2073,,7.0,oeufs,,7.0,eggs
17962,2074,g,375.0,sucre,g,375.0,sugar
17963,2074,g,375.0,farine,g,375.0,flour
17964,2074,,12.0,oeufs,,12.0,eggs
17965,2074,g,50.0,sucre glace,g,50.0,icing sugar
17966,2074,pot,1.0,gelée,jar,1.0,jelly
17967,2074,kg,1.8,pâte à sucre,kg,1.8,sugar paste
17968,2074,bâton,1.0,pâte à sucre,stick,1.0,sugar paste
17969,2074,,1.0,pâte à sucre,,1.0,sugar paste
17970,2074,pot,1.0,compote,jar,1.0,compote
17971,2075,,,sucre en poudre,,,Powdered sugar
17972,2075,ml,320.0,crème fraîche,ml,320.0,sour cream
17973,2075,g,60.0,farine,g,60.0,flour
17974,2075,sachet,0.5,levure chimique,bag,0.5,baking powder
17975,2075,g,120.0,sucre,g,120.0,sugar
17976,2075,cuillère à café,1.0,extrait de vanille,teaspoon,1.0,vanilla extract
17977,2075,,4.0,oeufs,,4.0,eggs
17978,2075,g,60.0,farine de maïs,g,60.0,corn flour
17979,2075,cuillères à soupe,2.0,Confiture de framboise,tablespoons,2.0,Raspberry jam
17980,2076,g,120.0,farine,g,120.0,flour
17981,2076,g,125.0,chocolat noir,g,125.0,dark chocolate
17982,2076,,4.0,poires,,4.0,pears
17983,2076,g,50.0,cassonade,g,50.0,brown sugar
17984,2076,g,100.0,beurre demi-sel,g,100.0,semi-salted butter
17985,2076,g,15.0,amandes en poudre,g,15.0,ground almonds
17986,2077,,12.0,spéculoos,,12.0,speculoos
17987,2077,g,75.0,sucre,g,75.0,sugar
17988,2077,,3.0,oeufs,,3.0,eggs
17989,2077,g,250.0,mascarpone,g,250.0,mascarpone
17990,2077,,12.0,chocolat en poudre,,12.0,chocolate powder
17991,2078,g,8.0,levure chimique,g,8.0,baking powder
17992,2078,cuillères à soupe,2.0,fleur d'oranger,tablespoons,2.0,orange blossom
17993,2078,g,100.0,sucre,g,100.0,sugar
17994,2078,g,100.0,beurre,g,100.0,butter
17995,2078,g,200.0,farine,g,200.0,flour
17996,2078,,3.0,oeufs,,3.0,eggs
17997,2078,,50.0,mllait,,50.0,milk
17998,2079,g,50.0,beurre,g,50.0,butter
17999,2079,sachet,0.5,levure,bag,0.5,yeast
18000,2079,g,125.0,farine,g,125.0,flour
18001,2079,g,40.0,cassonade,g,40.0,brown sugar
18002,2079,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
18003,2079,moitié,,oeuf,half,,egg
18004,2079,sachet,1.0,M&M's cacahuète,bag,1.0,M&M's peanut
18005,2080,g,100.0,sucre,g,100.0,sugar
18006,2080,g,80.0,maïzena,g,80.0,cornflour
18007,2080,,1.0,fond,,1.0,bottom
18008,2080,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
18009,2080,,2.0,oeufs,,2.0,eggs
18010,2080,,0.75,llait,,0.75,milk
18011,2081,gousse,1.0,vanille,pod,1.0,vanilla
18012,2081,g,60.0,sucre,g,60.0,sugar
18013,2081,,230.0,cllait entier,,230.0,whole milk
18014,2081,g,250.0,crème liquide,g,250.0,liquid cream
18015,2081,,5.0,jaunes d'oeuf,,5.0,egg yolks
18016,2081,zeste,1.0,citron,zest,1.0,lemon
18017,2081,cuillères à soupe,4.0,cassonade,tablespoons,4.0,brown sugar
18018,2082,,1.0,demilevure chimique,,1.0,half baking powder
18019,2082,g,5.0,levure de boulanger,g,5.0,baker's yeast
18020,2082,cuillère à café,1.0,sel,teaspoon,1.0,salt
18021,2082,g,250.0,farine,g,250.0,flour
18022,2082,,10.0,cllait,,10.0,clait
18023,2082,cl,30.0,eau,cl,30.0,water
18024,2083,,,beurre,,,butter
18025,2083,g,100.0,sucre en poudre,g,100.0,Powdered sugar
18026,2083,,2.0,bananes,,2.0,bananas
18027,2083,,4.0,pommes,,4.0,apples
18028,2083,cuillère à café,1.0,cannelle,teaspoon,1.0,cinnamon
18029,2083,,,citron,,,lemon
18030,2083,g,150.0,farine,g,150.0,flour
18031,2083,g,150.0,sucre roux,g,150.0,brown sugar
18032,2083,g,100.0,beurre,g,100.0,butter
18033,2084,g,15.0,levure,g,15.0,yeast
18034,2084,cuillère à soupe,1.0,sucre,tablespoon,1.0,sugar
18035,2084,pincée,1.0,sel,pinch,1.0,salt
18036,2084,g,250.0,farine,g,250.0,flour
18037,2084,,1.0,jaune d'oeuf,,1.0,egg yolk
18038,2084,,10.0,cllait,,10.0,clait
18039,2084,g,150.0,beurre,g,150.0,butter
18040,2084,sachet,1.0,levure,bag,1.0,yeast
18041,2084,,1.0,jaune d'oeuf,,1.0,egg yolk
18042,2084,g,150.0,sucre,g,150.0,sugar
18043,2084,,2.0,oeufs,,2.0,eggs
18044,2084,g,150.0,amandes,g,150.0,almonds
18045,2085,g,180.0,sucre,g,180.0,sugar
18046,2085,g,125.0,beurre,g,125.0,butter
18047,2085,g,200.0,farine,g,200.0,flour
18048,2085,g,500.0,groseilles,g,500.0,currants
18049,2086,g,100.0,sucre,g,100.0,sugar
18050,2086,bâtons,2.0,vanille,sticks,2.0,vanilla
18051,2086,,15.0,figues,,15.0,figs
18052,2086,cuillères à soupe,2.0,eau,tablespoons,2.0,water
18053,2087,cuillère à soupe,1.0,extrait de vanille,tablespoon,1.0,vanilla extract
18054,2087,g,45.0,farine,g,45.0,flour
18055,2087,g,100.0,sucre,g,100.0,sugar
18056,2087,pot,1.0,crème fraîche,jar,1.0,sour cream
18057,2087,g,45.0,beurre,g,45.0,butter
18058,2087,g,45.0,sucre,g,45.0,sugar
18059,2087,g,200.0,spéculoos,g,200.0,speculoos
18060,2087,kg,1.2,Philadelphia,kg,1.2,Philadelphia
18061,2087,,4.0,oeufs,,4.0,eggs
18062,2088,sachet,1.0,levure chimique,bag,1.0,baking powder
18063,2088,cuillère à café,1.0,gingembre,teaspoon,1.0,ginger
18064,2088,cuillère à café,1.0,muscade,teaspoon,1.0,nutmeg
18065,2088,g,100.0,sucre en poudre,g,100.0,Powdered sugar
18066,2088,g,250.0,miel,g,250.0,Honey
18067,2088,g,250.0,farine,g,250.0,flour
18068,2088,,2.0,oeufs,,2.0,eggs
18069,2088,,10.0,cllait,,10.0,clait
18070,2088,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
18071,2088,cuillère à café,1.0,graines d'anis vert,teaspoon,1.0,green anise seeds
18072,2088,cuillère à café,1.0,cannelle,teaspoon,1.0,cinnamon
18073,2088,cuillère à café,1.0,mélange 4 épices,teaspoon,1.0,4 spice mix
18074,2089,cuillères à soupe,2.0,sucre glace,tablespoons,2.0,icing sugar
18075,2089,cl,30.0,crème fraîche,cl,30.0,sour cream
18076,2089,g,80.0,farine,g,80.0,flour
18077,2089,g,100.0,sucre,g,100.0,sugar
18078,2089,,,beurre,,,butter
18079,2089,g,500.0,figue,g,500.0,fig
18080,2089,,4.0,oeufs,,4.0,eggs
18081,2089,,15.0,cllait,,15.0,clait
18082,2090,,1.0,châtaignes,,1.0,chestnuts
18083,2090,g,500.0,châtaignes,g,500.0,chestnuts
18084,2091,,1.0,melon,,1.0,melon
18085,2091,,0.25,pastèque,,0.25,watermelon
18086,2091,,,fruits rouges,,,red fruits
18087,2092,,,sucre glace,,,icing sugar
18088,2092,pincée,1.0,sel,pinch,1.0,salt
18089,2092,cuillère à café,1.0,eau de fleur d'oranger,teaspoon,1.0,orange blossom water
18090,2092,g,60.0,sucre glace,g,60.0,icing sugar
18091,2092,g,100.0,beurre tendre,g,100.0,soft butter
18092,2092,g,130.0,farine,g,130.0,flour
18093,2092,g,100.0,amandes,g,100.0,almonds
18094,2092,blanc,1.0,d'oeuf,white,1.0,egg
18095,2093,cuillère à café,1.0,sucre en poudre,teaspoon,1.0,Powdered sugar
18096,2093,,,beurre,,,butter
18097,2093,kg,1.0,fraises,kg,1.0,strawberries
18098,2093,,1.0,pâte sablée,,1.0,shortcrust pastry
18099,2093,g,150.0,gelée,g,150.0,jelly
18100,2093,,,eau,,,water
18101,2094,,1.0,pâte feuilletée,,1.0,puff pastry
18102,2094,cl,15.0,crème fraîche,cl,15.0,sour cream
18103,2094,g,100.0,sucre,g,100.0,sugar
18104,2094,g,50.0,fraises,g,50.0,strawberries
18105,2094,g,500.0,rhubarbe,g,500.0,rhubarb
18106,2094,,2.0,oeufs,,2.0,eggs
18107,2094,poignée,1.0,petite amandes effilées,handle,1.0,small flaked almonds
18108,2227,g,100.0,sucre glace,g,100.0,icing sugar
18109,2227,kg,1.0,abricot,kg,1.0,apricot
18110,2227,,1.0,citron,,1.0,lemon
18111,2227,cuillères à soupe,2.0,muscat,tablespoons,2.0,muscat
18112,2095,,,rhum,,,rum
18113,2095,cuillère à café,1.0,levure chimique,teaspoon,1.0,baking powder
18114,2095,g,100.0,sucre en poudre,g,100.0,Powdered sugar
18115,2095,g,125.0,farine,g,125.0,flour
18116,2095,,4.0,oeufs,,4.0,eggs
18117,2095,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
18118,2095,,,sirop,,,syrup
18119,2095,cuillères à soupe,2.0,sucre en poudre,tablespoons,2.0,Powdered sugar
18120,2095,g,200.0,mascarpone,g,200.0,mascarpone
18121,2095,g,450.0,fruits,g,450.0,fruits
18122,2095,cuillères à café,2.0,vanille,teaspoons,2.0,vanilla
18123,2095,cuillères à café,3.0,sucre glace,teaspoons,3.0,icing sugar
18124,2095,g,300.0,mascarpone,g,300.0,mascarpone
18125,2096,g,50.0,sucre,g,50.0,sugar
18126,2096,,,huile,,,oil
18127,2096,sachet,0.5,levure,bag,0.5,yeast
18128,2096,g,125.0,sucre,g,125.0,sugar
18129,2096,g,150.0,farine,g,150.0,flour
18130,2096,,3.0,oeufs,,3.0,eggs
18131,2096,g,500.0,pomme,g,500.0,apple
18132,2096,g,500.0,poire,g,500.0,pear
18133,2097,,,margarine,,,margarine
18134,2097,sachet,1.0,levure,bag,1.0,yeast
18135,2097,pots,3.0,farine,pots,3.0,flour
18136,2097,pots,2.0,sucre,pots,2.0,sugar
18137,2097,pot,1.0,huile,jar,1.0,oil
18138,2097,pot,1.0,yaourt,jar,1.0,yogurt
18139,2097,,3.0,oeufs,,3.0,eggs
18140,2097,sachet,1.0,sucre vanillé,bag,1.0,vanilla sugar
18141,2097,pot,1.0,cacao,jar,1.0,cocoa
18142,2098,g,150.0,chocolat,g,150.0,chocolate
18143,2098,g,50.0,farine,g,50.0,flour
18144,2098,g,50.0,sucre,g,50.0,sugar
18145,2098,,1.0,pâte feuilletée,,1.0,puff pastry
18146,2098,,40.0,cllait,,40.0,clait
18147,2098,,1.0,oeuf,,1.0,egg
18148,2098,sachets,2.0,sucre vanillé,bags,2.0,vanilla sugar
18149,2099,g,50.0,beurre,g,50.0,butter
18150,2099,g,80.0,sucre roux,g,80.0,brown sugar
18151,2099,,1.0,pâte brisée,,1.0,shortcrust pastry
18152,2099,,3.0,oeufs,,3.0,eggs
18153,2099,,3.0,citrons,,3.0,lemons
18154,2100,,3.0,oranges,,3.0,oranges
18155,2100,cuillère à soupe,1.0,levure chimique,tablespoon,1.0,baking powder
18156,2100,g,50.0,beurre,g,50.0,butter
18157,2100,g,250.0,sucre en poudre,g,250.0,Powdered sugar
18158,2100,g,120.0,farine,g,120.0,flour
18159,2100,,3.0,oeufs,,3.0,eggs
